,LOGRECNO,BLOCK,NAME,HU100,INTPTLAT,INTPTLON,H0030001,H0030002,H0030003,H0060001,H0060002,H0060003,H0060004,H0060005,H0060006,H0060007,H0060008
273,94899,2011,Block 2011,88,33.7597759,-84.3174377,88,83,5,83,56,23,1,2,0,0,1
274,94900,2012,Block 2012,8,33.7582959,-84.3174054,8,8,0,8,7,1,0,0,0,0,0
275,94901,2013,Block 2013,34,33.7608385,-84.319776,34,27,7,27,14,11,1,0,0,0,1
276,94902,2014,Block 2014,6,33.7589995,-84.3195035,6,6,0,6,4,2,0,0,0,0,0
277,94903,2015,Block 2015,19,33.7578836,-84.3193993,19,17,2,17,12,5,0,0,0,0,0
278,94904,2016,Block 2016,47,33.7567498,-84.3168634,47,44,3,44,22,20,0,1,0,0,1
279,94905,2017,Block 2017,33,33.7561582,-84.318669,33,28,5,28,20,7,0,0,0,0,1
280,94906,2018,Block 2018,32,33.756569,-84.3142754,32,31,1,31,17,13,0,0,0,1,0
281,94907,2019,Block 2019,27,33.7565798,-84.3132945,27,26,1,26,15,10,0,0,0,0,1
282,94910,1000,Block 1000,12,33.7511442,-84.2914619,12,11,1,11,4,5,0,1,0,0,1
283,94911,1001,Block 1001,23,33.7501834,-84.2931093,23,23,0,23,11,12,0,0,0,0,0
284,94912,1002,Block 1002,38,33.750207,-84.2950015,38,35,3,35,22,13,0,0,0,0,0
285,94913,1003,Block 1003,26,33.750841,-84.2972684,26,20,6,20,9,10,0,0,0,0,1
286,94914,1004,Block 1004,29,33.7507969,-84.2999209,29,25,4,25,16,6,0,1,0,0,2
287,94915,1005,Block 1005,85,33.7496906,-84.3031601,85,76,9,76,36,38,0,2,0,0,0
288,94916,1006,Block 1006,30,33.7479556,-84.2942118,30,24,6,24,13,11,0,0,0,0,0
289,94917,1007,Block 1007,11,33.748786,-84.291472,11,11,0,11,2,8,0,0,0,0,1
290,94918,1008,Block 1008,25,33.7495853,-84.2999017,25,22,3,22,20,2,0,0,0,0,0
291,94919,1009,Block 1009,26,33.7495931,-84.2973078,26,22,4,22,11,8,1,1,0,0,1
292,94920,1010,Block 1010,22,33.7480387,-84.2973166,22,21,1,21,12,9,0,0,0,0,0
293,94921,1011,Block 1011,67,33.7479872,-84.3001633,67,56,11,56,34,22,0,0,0,0,0
294,94922,1012,Block 1012,18,33.7477849,-84.3038292,18,15,3,15,6,9,0,0,0,0,0
295,94924,2000,Block 2000,16,33.7517172,-84.3059416,16,16,0,16,10,6,0,0,0,0,0
296,94925,2001,Block 2001,15,33.7517356,-84.3074475,15,13,2,13,4,9,0,0,0,0,0
297,94926,2002,Block 2002,14,33.7517407,-84.3089633,14,12,2,12,5,7,0,0,0,0,0
298,94927,2003,Block 2003,13,33.7517393,-84.3104821,13,10,3,10,6,4,0,0,0,0,0
299,94928,2004,Block 2004,9,33.7513671,-84.3118855,9,9,0,9,7,2,0,0,0,0,0
300,94929,2005,Block 2005,23,33.7501842,-84.3122449,23,20,3,20,13,4,0,2,0,0,1
301,94930,2006,Block 2006,22,33.7498162,-84.3104473,22,22,0,22,7,15,0,0,0,0,0
302,94931,2007,Block 2007,8,33.7505619,-84.3089536,8,6,2,6,2,4,0,0,0,0,0
303,94932,2008,Block 2008,12,33.7505472,-84.307468,12,12,0,12,8,3,0,0,0,1,0
304,94933,2009,Block 2009,39,33.7491563,-84.3059368,39,34,5,34,19,15,0,0,0,0,0
305,94935,2011,Block 2011,10,33.7489795,-84.3081018,10,10,0,10,2,7,0,0,0,0,1
306,94936,2012,Block 2012,7,33.7479214,-84.3104969,7,3,4,3,0,3,0,0,0,0,0
307,94937,2013,Block 2013,33,33.7489567,-84.3129558,33,31,2,31,22,7,0,1,0,0,1
308,94938,2014,Block 2014,22,33.7477729,-84.3126361,22,21,1,21,12,9,0,0,0,0,0
309,94940,2016,Block 2016,13,33.7477289,-84.3090858,13,5,8,5,4,1,0,0,0,0,0
310,94942,2018,Block 2018,136,33.7445681,-84.3127498,136,129,7,129,6,118,0,0,0,1,4
311,94943,2019,Block 2019,228,33.7425507,-84.3130663,228,221,7,221,1,217,0,1,0,0,2
312,94944,2020,Block 2020,142,33.741354,-84.3107653,142,141,1,141,0,135,0,0,0,3,3
313,94946,2022,Block 2022,6,33.7396888,-84.3089431,6,5,1,5,1,4,0,0,0,0,0
314,94949,2025,Block 2025,14,33.7397413,-84.3160077,14,10,4,10,1,9,0,0,0,0,0
315,94950,2026,Block 2026,11,33.7398072,-84.319318,11,9,2,9,2,7,0,0,0,0,0
316,94951,2027,Block 2027,6,33.7397455,-84.3073382,6,6,0,6,4,2,0,0,0,0,0
317,94952,2028,Block 2028,7,33.7397242,-84.3058592,7,7,0,7,2,5,0,0,0,0,0
318,94953,2029,Block 2029,2,33.7396181,-84.3043694,2,2,0,2,0,2,0,0,0,0,0
319,94955,3000,Block 3000,16,33.7524009,-84.2914188,16,16,0,16,10,6,0,0,0,0,0
320,94956,3001,Block 3001,24,33.7525406,-84.2928451,24,21,3,21,12,9,0,0,0,0,0
321,94957,3002,Block 3002,38,33.7525151,-84.294806,38,36,2,36,17,19,0,0,0,0,0
322,94958,3003,Block 3003,32,33.7533301,-84.2968295,32,25,7,25,13,11,0,0,0,0,1
323,94959,3004,Block 3004,18,33.7534529,-84.2981075,18,17,1,17,7,10,0,0,0,0,0
324,94960,3005,Block 3005,39,33.7535161,-84.3000368,39,36,3,36,15,20,0,0,0,0,1
325,94961,3006,Block 3006,22,33.7535961,-84.3019465,22,21,1,21,17,4,0,0,0,0,0
326,94962,3007,Block 3007,25,33.7519081,-84.2999854,25,23,2,23,5,16,0,0,0,0,2
327,94963,3008,Block 3008,20,33.7519714,-84.2973022,20,19,1,19,9,9,0,1,0,0,0
328,94964,3009,Block 3009,34,33.7518117,-84.3032822,34,32,2,32,14,18,0,0,0,0,0
329,94965,3010,Block 3010,15,33.7529677,-84.3034488,15,11,4,11,10,1,0,0,0,0,0
330,94966,3011,Block 3011,3,33.752128,-84.3050163,3,3,0,3,1,2,0,0,0,0,0
331,94969,4001,Block 4001,64,33.7458601,-84.2927963,64,55,9,55,11,43,0,0,0,0,1
332,94970,4002,Block 4002,16,33.7460105,-84.2951802,16,14,2,14,8,5,0,0,0,1,0
333,94971,4003,Block 4003,17,33.7460403,-84.296954,17,16,1,16,7,8,0,1,0,0,0
334,94972,4004,Block 4004,17,33.7460661,-84.298447,17,10,7,10,3,7,0,0,0,0,0
335,94974,4006,Block 4006,3,33.7466465,-84.301641,3,3,0,3,2,1,0,0,0,0,0
336,94975,4007,Block 4007,4,33.7461413,-84.30315,4,4,0,4,4,0,0,0,0,0,0
337,94976,4008,Block 4008,17,33.7461547,-84.3043941,17,16,1,16,12,4,0,0,0,0,0
338,94977,4009,Block 4009,20,33.7461851,-84.3067623,20,18,2,18,10,8,0,0,0,0,0
339,94978,4010,Block 4010,15,33.7462446,-84.3090618,15,15,0,15,10,4,0,1,0,0,0
340,94979,4011,Block 4011,2,33.7455938,-84.3016857,2,0,2,0,0,0,0,0,0,0,0
341,94980,4012,Block 4012,6,33.7441776,-84.2913496,6,6,0,6,2,4,0,0,0,0,0
342,94981,4013,Block 4013,19,33.7439315,-84.2926102,19,17,2,17,6,11,0,0,0,0,0
343,94982,4014,Block 4014,25,33.7435372,-84.2942397,25,24,1,24,9,14,0,1,0,0,0
344,94983,4015,Block 4015,11,33.7428187,-84.2906386,11,10,1,10,4,6,0,0,0,0,0
345,94984,4016,Block 4016,19,33.7424546,-84.2917124,19,14,5,14,2,12,0,0,0,0,0
346,94985,4017,Block 4017,25,33.7420121,-84.2927737,25,17,8,17,7,10,0,0,0,0,0
347,94986,4018,Block 4018,11,33.7414896,-84.2943671,11,10,1,10,1,9,0,0,0,0,0
348,94987,4019,Block 4019,6,33.7415147,-84.2903307,6,6,0,6,2,4,0,0,0,0,0
349,94988,4020,Block 4020,18,33.7409442,-84.2910112,18,14,4,14,3,11,0,0,0,0,0
350,94989,4021,Block 4021,20,33.7406079,-84.2924032,20,18,2,18,4,14,0,0,0,0,0
351,94990,4022,Block 4022,15,33.7399691,-84.2943284,15,12,3,12,7,4,0,0,0,0,1
352,94991,4023,Block 4023,5,33.7396288,-84.2907123,5,4,1,4,1,3,0,0,0,0,0
353,94992,4024,Block 4024,21,33.7394825,-84.292257,21,17,4,17,7,10,0,0,0,0,0
354,94993,4025,Block 4025,6,33.7388291,-84.2954649,6,6,0,6,2,3,0,0,0,0,1
355,94994,4026,Block 4026,12,33.7390744,-84.2968222,12,9,3,9,5,4,0,0,0,0,0
356,94995,4027,Block 4027,13,33.7391146,-84.2985819,13,8,5,8,3,4,0,1,0,0,0
357,94996,4028,Block 4028,13,33.7391198,-84.2999121,13,12,1,12,6,6,0,0,0,0,0
358,95005,1003,Block 1003,24,33.7468815,-84.3347022,24,15,9,15,6,7,0,0,0,1,1
359,95006,1004,Block 1004,26,33.746423,-84.338263,26,18,8,18,4,14,0,0,0,0,0
360,95007,1005,Block 1005,68,33.7464562,-84.3439869,68,56,12,56,24,30,0,2,0,0,0
361,95008,1006,Block 1006,80,33.7468456,-84.3475308,80,52,28,52,8,41,1,0,0,2,0
362,95016,1014,Block 1014,30,33.7445842,-84.3461905,30,25,5,25,9,16,0,0,0,0,0
363,95017,1015,Block 1015,74,33.7446707,-84.3391813,74,66,8,66,38,27,0,1,0,0,0
364,95019,1017,Block 1017,75,33.7419878,-84.3335436,75,68,7,68,28,39,0,1,0,0,0
365,95020,1018,Block 1018,59,33.7424335,-84.3359234,59,54,5,54,32,20,0,0,0,0,2
366,95021,1019,Block 1019,16,33.7436793,-84.3390642,16,14,2,14,8,4,0,0,0,0,2
367,95022,1020,Block 1020,24,33.7432639,-84.3405832,24,19,5,19,13,5,0,0,0,0,1
368,95023,1021,Block 1021,28,33.7434392,-84.342094,28,24,4,24,12,10,0,0,0,0,2
369,95024,1022,Block 1022,32,33.7435486,-84.3436199,32,28,4,28,20,8,0,0,0,0,0
370,95025,1023,Block 1023,38,33.7435023,-84.346276,38,36,2,36,28,7,0,0,0,0,1
371,95026,1024,Block 1024,46,33.741677,-84.3391111,46,41,5,41,23,17,0,1,0,0,0
372,95027,1025,Block 1025,59,33.7416641,-84.3372005,59,45,14,45,26,19,0,0,0,0,0
373,95028,1026,Block 1026,28,33.7412311,-84.3406278,28,28,0,28,20,6,0,1,0,1,0
374,95029,1027,Block 1027,31,33.7413152,-84.3421169,31,27,4,27,18,6,0,1,0,0,2
375,95030,1028,Block 1028,27,33.7414102,-84.3436314,27,23,4,23,16,6,0,0,0,0,1
376,95031,1029,Block 1029,15,33.741991,-84.3448522,15,13,2,13,11,2,0,0,0,0,0
377,95032,1030,Block 1030,24,33.7427192,-84.3459252,24,24,0,24,13,9,0,1,0,0,1
378,95040,1038,Block 1038,4,33.7412047,-84.3455821,4,4,0,4,3,0,0,0,0,0,1
379,95041,1039,Block 1039,174,33.7408516,-84.3476393,174,169,5,169,19,147,0,1,0,0,2
380,95044,2000,Block 2000,44,33.7395676,-84.3411418,44,38,6,38,24,13,0,0,0,1,0
381,95045,2001,Block 2001,1,33.7396801,-84.34385,1,1,0,1,0,0,0,0,0,0,1
382,95047,2003,Block 2003,5,33.739616,-84.3463261,5,5,0,5,3,1,0,0,0,0,1
383,95048,2004,Block 2004,5,33.739614,-84.3474389,5,4,1,4,3,0,0,1,0,0,0
384,95050,2006,Block 2006,14,33.7385475,-84.348646,14,9,5,9,6,3,0,0,0,0,0
385,95051,2007,Block 2007,28,33.7379852,-84.3469448,28,25,3,25,15,9,0,0,0,0,1
386,95052,2008,Block 2008,12,33.7384941,-84.3452666,12,11,1,11,5,4,0,1,0,0,1
387,95053,2009,Block 2009,31,33.7382769,-84.3440154,31,30,1,30,20,9,0,0,0,1,0
388,95054,2010,Block 2010,20,33.7386298,-84.3424128,20,19,1,19,11,6,0,1,0,0,1
389,95055,2011,Block 2011,19,33.7385469,-84.3403745,19,18,1,18,11,7,0,0,0,0,0
390,95056,2012,Block 2012,27,33.7376504,-84.3410795,27,26,1,26,15,11,0,0,0,0,0
391,95057,2013,Block 2013,46,33.7365325,-84.3434462,46,42,4,42,29,12,0,0,0,1,0
392,95058,2014,Block 2014,10,33.737435,-84.3452892,10,10,0,10,7,3,0,0,0,0,0
393,95059,2015,Block 2015,32,33.7354763,-84.3452823,32,31,1,31,24,7,0,0,0,0,0
394,95060,2016,Block 2016,36,33.7354805,-84.346946,36,31,5,31,24,5,0,0,0,0,2
395,95061,2017,Block 2017,17,33.7363535,-84.3486571,17,16,1,16,14,2,0,0,0,0,0
396,95062,2018,Block 2018,18,33.7374465,-84.348651,18,18,0,18,15,1,0,0,0,0,2
397,95063,2019,Block 2019,18,33.7349411,-84.348669,18,15,3,15,14,1,0,0,0,0,0
398,95064,2020,Block 2020,19,33.7335283,-84.3486687,19,13,6,13,9,4,0,0,0,0,0
399,95065,2021,Block 2021,24,33.7335064,-84.3469329,24,21,3,21,19,0,0,1,0,0,1
400,95066,2022,Block 2022,21,33.733046,-84.3452955,21,20,1,20,18,2,0,0,0,0,0
401,95067,2023,Block 2023,15,33.7330482,-84.3441623,15,14,1,14,7,6,0,0,0,0,1
402,95068,2024,Block 2024,28,33.7348119,-84.3427124,28,27,1,27,19,8,0,0,0,0,0
403,95069,2025,Block 2025,13,33.7353445,-84.340626,13,13,0,13,4,9,0,0,0,0,0
404,95070,2026,Block 2026,26,33.7367577,-84.3404122,26,20,6,20,7,13,0,0,0,0,0
405,95071,2027,Block 2027,12,33.7357559,-84.3393374,12,12,0,12,5,7,0,0,0,0,0
406,95072,2028,Block 2028,20,33.7343243,-84.3393429,20,19,1,19,13,6,0,0,0,0,0
407,95073,2029,Block 2029,27,33.7329678,-84.3413499,27,23,4,23,11,11,0,0,1,0,0
408,95074,2030,Block 2030,12,33.7324934,-84.3469776,12,12,0,12,8,3,0,1,0,0,0
409,95075,2031,Block 2031,48,33.7310949,-84.3487926,48,39,9,39,19,17,0,0,0,1,2
410,95076,2032,Block 2032,11,33.7283252,-84.3488101,11,11,0,11,5,5,0,0,0,1,0
411,95077,2033,Block 2033,15,33.7269585,-84.3487963,15,10,5,10,8,1,0,0,0,1,0
412,95078,2034,Block 2034,4,33.7251282,-84.3488822,4,3,1,3,2,1,0,0,0,0,0
413,95079,2035,Block 2035,1,33.722869,-84.3489743,1,1,0,1,0,1,0,0,0,0,0
414,95081,3000,Block 3000,30,33.7381742,-84.3304601,30,26,4,26,8,17,0,0,0,1,0
415,95082,3001,Block 3001,21,33.7362311,-84.330596,21,20,1,20,7,12,0,1,0,0,0
416,95083,3002,Block 3002,26,33.7394477,-84.3335864,26,23,3,23,7,16,0,0,0,0,0
417,95084,3003,Block 3003,22,33.7395018,-84.3362824,22,19,3,19,9,10,0,0,0,0,0
418,95085,3004,Block 3004,17,33.7395308,-84.3384399,17,16,1,16,5,11,0,0,0,0,0
419,95086,3005,Block 3005,15,33.7385173,-84.3384582,15,13,2,13,6,7,0,0,0,0,0
420,95087,3006,Block 3006,21,33.7384802,-84.3362855,21,20,1,20,6,14,0,0,0,0,0
421,95088,3007,Block 3007,29,33.7384255,-84.3336058,29,27,2,27,17,10,0,0,0,0,0
422,95089,3008,Block 3008,26,33.7374901,-84.3336359,26,26,0,26,11,15,0,0,0,0,0
423,95090,3009,Block 3009,36,33.7375753,-84.3372126,36,33,3,33,7,25,1,0,0,0,0
424,95091,3010,Block 3010,63,33.736664,-84.3348382,63,59,4,59,22,37,0,0,0,0,0
425,95092,3011,Block 3011,59,33.7356379,-84.3344502,59,55,4,55,24,30,0,1,0,0,0
426,95093,3012,Block 3012,10,33.7357731,-84.3381567,10,10,0,10,4,6,0,0,0,0,0
427,95094,3013,Block 3013,27,33.7340055,-84.3382602,27,27,0,27,8,18,0,1,0,0,0
428,95095,3014,Block 3014,39,33.7329901,-84.3367374,39,32,7,32,15,17,0,0,0,0,0
429,95096,3015,Block 3015,101,33.7318035,-84.3342395,101,90,11,90,48,41,0,1,0,0,0
430,95097,3016,Block 3016,36,33.7333623,-84.3322,36,33,3,33,17,16,0,0,0,0,0
431,95098,3017,Block 3017,7,33.7335575,-84.329563,7,6,1,6,2,4,0,0,0,0,0
432,95099,3018,Block 3018,26,33.7319365,-84.33085,26,22,4,22,7,14,0,1,0,0,0
433,95100,3019,Block 3019,9,33.7314853,-84.3294241,9,7,2,7,2,3,0,0,0,0,2
434,95102,4000,Block 4000,24,33.7298119,-84.328344,24,20,4,20,6,12,0,2,0,0,0
435,95103,4001,Block 4001,160,33.7263465,-84.3295952,160,152,8,152,73,77,0,1,0,0,1
436,95104,4002,Block 4002,4,33.7233203,-84.3325808,4,4,0,4,2,2,0,0,0,0,0
437,95105,4003,Block 4003,7,33.7245254,-84.3328195,7,6,1,6,3,3,0,0,0,0,0
438,95106,4004,Block 4004,13,33.7264558,-84.3319677,13,13,0,13,5,7,0,0,0,0,1
439,95107,4005,Block 4005,29,33.7298819,-84.331842,29,26,3,26,12,13,1,0,0,0,0
440,95108,4006,Block 4006,29,33.7297455,-84.3332089,29,24,5,24,12,11,0,0,0,0,1
441,95109,4007,Block 4007,17,33.73015,-84.3347468,17,14,3,14,9,5,0,0,0,0,0
442,95110,4008,Block 4008,9,33.729743,-84.3358625,9,9,0,9,5,4,0,0,0,0,0
443,95111,4009,Block 4009,5,33.7312374,-84.3377639,5,4,1,4,1,3,0,0,0,0,0
444,95112,4010,Block 4010,5,33.7261106,-84.3332928,5,5,0,5,3,2,0,0,0,0,0
445,95113,4011,Block 4011,7,33.727926,-84.3342008,7,6,1,6,3,3,0,0,0,0,0
446,95114,4012,Block 4012,20,33.7286393,-84.3259471,20,19,1,19,7,10,0,2,0,0,0
447,95116,4014,Block 4014,22,33.7217876,-84.3301708,22,21,1,21,4,15,0,2,0,0,0
448,95117,4015,Block 4015,6,33.7223172,-84.3322482,6,5,1,5,4,1,0,0,0,0,0
449,95118,4016,Block 4016,5,33.7211386,-84.3316541,5,4,1,4,2,2,0,0,0,0,0
450,95119,4017,Block 4017,3,33.7197976,-84.3306327,3,3,0,3,1,2,0,0,0,0,0
451,95120,4018,Block 4018,1,33.719011,-84.329723,1,0,1,0,0,0,0,0,0,0,0
452,95121,4019,Block 4019,30,33.7223696,-84.3274463,30,24,6,24,6,17,1,0,0,0,0
453,95122,4020,Block 4020,28,33.7265282,-84.3256392,28,26,2,26,11,15,0,0,0,0,0
454,95124,4022,Block 4022,112,33.727665,-84.3244589,112,92,20,92,1,87,0,0,0,2,2
455,95127,4025,Block 4025,30,33.7267728,-84.3225417,30,2,28,2,1,1,0,0,0,0,0
456,95131,4029,Block 4029,1,33.7253014,-84.3232666,1,1,0,1,1,0,0,0,0,0,0
457,95143,4000,Block 4000,29,33.7454731,-84.3148624,29,28,1,28,0,27,0,1,0,0,0
458,95145,4002,Block 4002,31,33.7468616,-84.3166438,31,28,3,28,0,27,0,0,0,0,1
459,95146,4003,Block 4003,1,33.747175,-84.3177053,1,1,0,1,0,1,0,0,0,0,0
460,95147,4005,Block 4005,13,33.7466508,-84.3176815,13,13,0,13,1,11,0,0,0,0,1
461,95148,4016,Block 4016,19,33.7415272,-84.315308,19,19,0,19,0,19,0,0,0,0,0
462,95149,4017,Block 4017,2,33.7433635,-84.3161285,2,2,0,2,0,1,0,1,0,0,0
463,131355,1000,Block 1000,32,33.7915696,-84.3525692,32,29,3,29,28,0,0,1,0,0,0
464,131356,1001,Block 1001,60,33.7907205,-84.3498644,60,55,5,55,49,4,0,2,0,0,0
465,131358,1003,Block 1003,28,33.7896359,-84.3530745,28,24,4,24,23,1,0,0,0,0,0
466,131359,1004,Block 1004,28,33.7902813,-84.35471,28,25,3,25,25,0,0,0,0,0,0
467,131360,1005,Block 1005,23,33.791238,-84.3544107,23,20,3,20,20,0,0,0,0,0,0
468,131361,1006,Block 1006,31,33.7901959,-84.3508405,31,28,3,28,27,0,0,1,0,0,0
469,131362,1007,Block 1007,22,33.7892526,-84.3546662,22,21,1,21,20,0,0,1,0,0,0
470,131363,1008,Block 1008,70,33.7881396,-84.3526249,70,64,6,64,59,2,0,0,0,0,3
471,131364,1009,Block 1009,28,33.7893228,-84.3514983,28,25,3,25,23,0,0,2,0,0,0
472,131365,1010,Block 1010,11,33.7881662,-84.3491146,11,9,2,9,9,0,0,0,0,0,0
473,131366,1011,Block 1011,19,33.7870389,-84.3519244,19,18,1,18,18,0,0,0,0,0,0
474,131367,1012,Block 1012,34,33.787054,-84.3540494,34,30,4,30,28,0,0,0,0,1,1
475,131369,2000,Block 2000,27,33.7858095,-84.3491524,27,27,0,27,27,0,0,0,0,0,0
476,131370,2001,Block 2001,65,33.7855197,-84.3519148,65,63,2,63,60,1,0,0,0,0,2
477,131371,2002,Block 2002,36,33.7840683,-84.3509782,36,36,0,36,35,0,0,0,0,0,1
478,131372,2003,Block 2003,42,33.7839548,-84.3535295,42,38,4,38,35,0,0,1,0,0,2
479,131373,2004,Block 2004,20,33.7829268,-84.3536921,20,17,3,17,15,0,0,0,0,0,2
480,131374,2005,Block 2005,67,33.7824752,-84.3512734,67,63,4,63,56,5,0,1,0,0,1
481,131375,2006,Block 2006,20,33.7833349,-84.3503932,20,20,0,20,19,0,0,1,0,0,0
482,131376,2007,Block 2007,15,33.7828317,-84.3489186,15,14,1,14,12,2,0,0,0,0,0
483,131377,2008,Block 2008,18,33.7809886,-84.3488535,18,18,0,18,16,0,0,2,0,0,0
484,131379,2010,Block 2010,45,33.7859987,-84.3532233,45,44,1,44,44,0,0,0,0,0,0
485,131381,3000,Block 3000,16,33.8092819,-84.3501286,16,16,0,16,13,3,0,0,0,0,0
486,131382,3001,Block 3001,48,33.8078993,-84.3534165,48,46,2,46,41,4,0,1,0,0,0
487,131383,3002,Block 3002,5,33.8071519,-84.3537379,5,5,0,5,4,1,0,0,0,0,0
488,131384,3003,Block 3003,10,33.8077491,-84.3530575,10,9,1,9,9,0,0,0,0,0,0
489,131385,3004,Block 3004,16,33.8075566,-84.3526822,16,16,0,16,14,0,0,1,0,1,0
490,131386,3005,Block 3005,10,33.806822,-84.3536341,10,10,0,10,9,0,0,1,0,0,0
491,131388,3007,Block 3007,27,33.8072692,-84.35785,27,24,3,24,24,0,0,0,0,0,0
492,131389,3008,Block 3008,7,33.8092752,-84.3595696,7,7,0,7,6,0,0,0,0,1,0
493,131390,3009,Block 3009,149,33.8063865,-84.3621512,149,140,9,140,126,7,0,6,0,1,0
494,131391,3010,Block 3010,43,33.8055906,-84.3652943,43,36,7,36,31,3,0,2,0,0,0
495,131393,3012,Block 3012,49,33.8020786,-84.361612,49,49,0,49,47,1,0,1,0,0,0
496,131394,3013,Block 3013,47,33.8018649,-84.3580584,47,44,3,44,44,0,0,0,0,0,0
497,131395,3014,Block 3014,13,33.8032066,-84.3541098,13,13,0,13,13,0,0,0,0,0,0
498,131396,3015,Block 3015,36,33.804582,-84.3535832,36,35,1,35,33,0,0,1,0,1,0
499,131397,3016,Block 3016,30,33.802728,-84.3491926,30,30,0,30,26,1,0,3,0,0,0
500,131400,3019,Block 3019,9,33.8066363,-84.3497731,9,9,0,9,9,0,0,0,0,0,0
501,131401,3020,Block 3020,11,33.8078936,-84.349382,11,11,0,11,10,1,0,0,0,0,0
502,131402,3021,Block 3021,20,33.8004634,-84.3516736,20,20,0,20,19,1,0,0,0,0,0
503,131404,3023,Block 3023,18,33.8020633,-84.3533506,18,18,0,18,16,1,0,1,0,0,0
504,131405,3024,Block 3024,15,33.7997992,-84.3549254,15,13,2,13,13,0,0,0,0,0,0
505,131406,3025,Block 3025,21,33.8002132,-84.3563225,21,21,0,21,21,0,0,0,0,0,0
506,131407,3026,Block 3026,14,33.7994878,-84.3582844,14,14,0,14,14,0,0,0,0,0,0
507,131408,3027,Block 3027,66,33.8001033,-84.361639,66,61,5,61,58,1,1,1,0,0,0
508,131410,3029,Block 3029,26,33.798087,-84.3512125,26,25,1,25,25,0,0,0,0,0,0
509,131412,3031,Block 3031,14,33.7983354,-84.3533748,14,14,0,14,13,1,0,0,0,0,0
510,131414,3033,Block 3033,24,33.8012728,-84.3504911,24,23,1,23,20,1,0,2,0,0,0
511,131416,4000,Block 4000,4,33.7981297,-84.3484356,4,4,0,4,4,0,0,0,0,0,0
512,131417,4001,Block 4001,19,33.7971194,-84.3489523,19,17,2,17,14,1,0,1,0,1,0
513,131418,4002,Block 4002,30,33.7957577,-84.3493035,30,28,2,28,27,0,1,0,0,0,0
514,131419,4003,Block 4003,21,33.7964703,-84.3511793,21,21,0,21,19,0,0,1,0,0,1
515,131420,4004,Block 4004,14,33.7965705,-84.3531152,14,13,1,13,13,0,0,0,0,0,0
516,131421,4005,Block 4005,58,33.7966209,-84.3566117,58,56,2,56,51,2,0,1,0,0,2
517,131422,4006,Block 4006,39,33.798154,-84.357,39,38,1,38,36,0,0,2,0,0,0
518,131424,4008,Block 4008,64,33.7939735,-84.3569304,64,58,6,58,55,1,0,0,0,2,0
519,131425,4009,Block 4009,80,33.7938398,-84.3550984,80,75,5,75,71,4,0,0,0,0,0
520,131426,4010,Block 4010,58,33.7938716,-84.353277,58,54,4,54,51,2,0,0,0,0,1
521,131427,4011,Block 4011,26,33.7952397,-84.3519521,26,21,5,21,21,0,0,0,0,0,0
522,131428,4012,Block 4012,29,33.7946225,-84.3495469,29,29,0,29,28,1,0,0,0,0,0
523,131429,4013,Block 4013,28,33.7936322,-84.3497104,28,26,2,26,26,0,0,0,0,0,0
524,131430,4014,Block 4014,22,33.7943522,-84.3521819,22,22,0,22,20,1,0,0,0,0,1
525,131431,4015,Block 4015,35,33.7926136,-84.349812,35,34,1,34,33,0,0,1,0,0,0
526,131434,1000,Block 1000,104,33.8031313,-84.3663521,104,85,19,85,65,15,1,2,0,0,2
527,131435,1001,Block 1001,10,33.8021384,-84.3684687,10,10,0,10,8,1,0,1,0,0,0
528,131436,1002,Block 1002,75,33.8004792,-84.3652778,75,70,5,70,61,6,0,3,0,0,0
529,131438,1004,Block 1004,42,33.7978784,-84.360921,42,41,1,41,39,2,0,0,0,0,0
530,131439,1005,Block 1005,2,33.7978511,-84.3595118,2,2,0,2,2,0,0,0,0,0,0
531,131440,1006,Block 1006,26,33.798945,-84.3643594,26,24,2,24,21,3,0,0,0,0,0
532,131441,1007,Block 1007,36,33.7983921,-84.3671225,36,33,3,33,31,1,0,1,0,0,0
533,131442,1008,Block 1008,346,33.7999468,-84.3697453,346,317,29,317,259,38,0,7,0,4,9
534,131443,1009,Block 1009,21,33.7991236,-84.3716604,21,13,8,13,12,1,0,0,0,0,0
535,131447,2000,Block 2000,23,33.7969565,-84.3614819,23,21,2,21,20,0,0,0,0,0,1
536,131448,2001,Block 2001,11,33.7980406,-84.3643,11,11,0,11,11,0,0,0,0,0,0
537,131449,2002,Block 2002,20,33.7973022,-84.3667839,20,19,1,19,19,0,0,0,0,0,0
538,131450,2003,Block 2003,44,33.7957092,-84.3611799,44,44,0,44,43,0,0,0,0,1,0
539,131451,2004,Block 2004,29,33.7966356,-84.3641781,29,28,1,28,28,0,0,0,0,0,0
540,131452,2005,Block 2005,15,33.7966987,-84.3666109,15,14,1,14,14,0,0,0,0,0,0
541,131453,2006,Block 2006,9,33.7974327,-84.3641784,9,8,1,8,7,0,0,1,0,0,0
542,131454,2007,Block 2007,15,33.7952325,-84.3684065,15,11,4,11,10,0,0,1,0,0,0
543,131455,2008,Block 2008,41,33.7957415,-84.3656763,41,40,1,40,40,0,0,0,0,0,0
544,131456,2009,Block 2009,193,33.7932619,-84.3627453,193,179,14,179,168,8,0,1,0,0,2
545,131457,2010,Block 2010,35,33.7936112,-84.3607772,35,31,4,31,29,0,0,2,0,0,0
546,131458,2011,Block 2011,2,33.7945054,-84.3620403,2,2,0,2,2,0,0,0,0,0,0
